"inst_name","grad_rate_6yr","pct_pell","pct_loan","cost_attendance","tuition_in_state","tuition_out_state","pct_admitted","enrollment","stud_fac_ratio","retention_rate","avg_fac_salary","instr_exp_per_stud","pct_full_time_fac","pct_first_gen","avg_age_entry","pct_female","pct_hispanic"
"Northern Michigan University",0.5214,27.95,45.52,27841,14277,19773,84.02,6556,18,0.7796,9306,8369,71.03,28.46975089,"20.852520436",53.67847411,4.41
"Northwood University",0.6332,25.69,44.8,48780,34400,34400,64.51,1974,14,0.7862,8840,7560,22,39.7157816,"26.824221453",48.16608997,7.65
"Oakland University",0.5756,31.98,37.39,25182,15262,23188,87.84,12351,17,0.7794,10527,10989,54.15,32.42526092,"21.991732804",60.78042328,6.13
"The University of Olivet",0.3527,49.47,78.25,47069,34068,34068,83.25,892,17,0.6138,6387,9409,100,33.44103393,"19.893233083",39.09774436,7.4
"Saginaw Valley State University",0.4825,35.17,50.39,24936,12930,30450,72.07,5989,16,0.7757,9515,9060,42.35,32.86713287,"21.617481203",60.05639098,6.01
"Siena Heights University",0.3862,34.19,67.79,44449,30778,30778,68.9,1495,14,0.7,6749,6331,100,44.33634468,"28.855436832",63.67064739,10.17
"Spring Arbor University",0.6354,28.69,55.36,44703,34014,34014,51.52,1010,12,0.7707,6316,5867,27.27,35.1659751,"26.688172043",67.15542522,5.05
"Wayne State University",0.5844,45.69,37.79,27350,15190,32037,81.16,15587,14,0.8265,12166,14651,58.13,37.60200879,"23.013102282",59.50972105,7.78
"Western Michigan University",0.5757,26.75,47.1,29237,15252,19034,84.6,12568,16,0.8112,10830,13167,63.15,29.31240658,"21.668113102",54.43729003,9.26
"Augsburg University",0.5167,56.14,76.6,62303,45452,45452,81.98,2494,14,0.7233,8416,12043,51.63,28.90120037,"22.592505855",54.64480874,14.31
"Bemidji State University",0.4787,28.32,42.17,22744,10237,10237,55.98,3139,18,0.7267,10427,9867,65.31,27.25245317,"24.029595665",59.81659025,4.43
"Bethel University",0.7138,18.52,43.86,58569,44226,44226,87.8,1871,14,0.8571,8331,9737,35.59,18.58254105,"23.839256866",63.57027464,7.22
"Carleton College",0.896,16.53,43.4,84893,68892,68892,20.41,2086,8,0.9647,13960,40626,87.33,15.68123393,"19.383292383",45.94594595,10.07
"Concordia College at Moorhead",0.6107,19.07,53.09,45942,31170,31170,62.65,1829,12,0.8356,7714,12965,72.36,12.68844221,"19.637454982",58.1032413,4.98
"Concordia University-Saint Paul",0.459,35.22,52.48,37239,25600,25600,78.87,3018,16,0.6739,7654,3921,22.45,33.56692362,"27.729563614",60.72526122,11.7
"Gustavus Adolphus College",0.7665,20.7,54,67613,56076,56076,60.99,1878,12,0.8798,8374,18862,92.74,14.65838509,"19.603926097",54.15704388,6.18
"Hamline University",0.6045,40.7,57.95,58110,50004,50004,87.63,1776,14,0.7823,8221,9881,48.78,23.20162107,"20.692585895",63.20072333,10.3
"Macalester College",0.871,17.23,35.57,82991,68104,68104,28.52,2131,10,0.9228,11951,25033,84.17,12.8256513,"19.270428016",59.3385214,10.89
"Minnesota State University-Mankato",0.5395,20.96,40.38,23995,9572,18942,88.44,11703,21,0.8025,11257,9227,72.44,24.21159715,"21.292361884",56.95216908,6.16
"Metropolitan State University",0.4357,47.55,31.07,25172,9840,9840,98.71,5616,15,0.6754,11336,7600,35.32,37.1321408,"29.644987665",60.86566495,8.19
"University of Minnesota-Twin Cities",0.8528,17.65,28.3,30061,17214,38362,79.75,31855,17,0.9112,13662,18312,80.64,18.65601991,"20.925279599",55.93906672,6.53
"University of Minnesota-Crookston",0.4976,20.25,26.17,26068,13288,13288,87.86,1729,18,0.8,9241,7692,100,29.03981265,"25.88165038",48.96851249,7.69
"Minneapolis College of Art and Design",0.5116,42.11,74.68,59972,45484,45484,48.48,705,12,0.7456,8513,14118,27.82,20.83333333,"21.542635659",66.1498708,12.34
"Herzing University-Minneapolis",0.4667,56.68,79.01,26163,13450,13450,93.75,740,15,0.6957,7450,6105,12.71,52.09032652,"31.289940828",81.35465189,7.03
"University of Minnesota-Duluth",0.6472,18.79,43.91,27680,14610,20130,88.75,7336,16,0.8114,9267,8746,84.94,18.34061135,"20.362378268",48.82111738,4.43
"University of Minnesota-Morris",0.625,32.55,36.27,27039,14526,16710,74.93,936,9,0.739,8211,16176,93.9,20.25518341,"20.224887556",58.92053973,7.59
"Minnesota State University Moorhead",0.5732,27.95,48.46,25197,10428,10428,58.76,3072,17,0.7496,10729,9492,66.33,20.13854527,"22.463289963",59.61895911,5.5
"North Central University",0.6634,42.56,58.62,44475,32220,32220,98.98,709,14,0.8221,6701,9490,14.06,22.10300429,"20.588594705",56.82281059,15.09
"University of Northwestern-St Paul",0.6813,15.73,27.14,51325,37920,37920,93.47,1442,16,0.8287,6608,8516,100,16.4277839,"22.113778706",57.82881002,6.52
"Saint Cloud State University",0.4032,21.67,23.51,21116,10245,10245,94.8,5088,18,0.7065,11863,9755,64.22,26.76623992,"21.929016189",54.98132005,5.31
"Saint Mary's University of Minnesota",0.6601,24.52,45.91,57380,45080,45080,92.78,1073,18,0.7463,7511,7094,27.22,26.15384615,"25.434840426",59.70744681,8.76
"St Olaf College",0.84,21.21,41.96,71843,59760,59760,48.32,3093,11,0.9223,9218,19698,75.51,12.87356322,"19.553610503",54.26695842,9.67
"Crown College",0.4539,24.44,38.8,46598,31410,31410,22.78,796,15,0.6984,5375,3358,17.32,26.5625,"24.91002045",52.14723926,9.67
"The College of Saint Scholastica",0.7053,24.84,53.28,55103,41778,41778,92.96,1765,12,0.8184,7589,9660,50.97,28.49673203,"26.455582233",75.51020408,4.48
"University of St Thomas",0.7638,21.77,44.01,66116,54398,54398,85.36,6245,14,0.8845,11771,15681,48.97,13.7745975,"20.448177677",48.80410023,11.31
"St Catherine University",0.6125,40.07,58.86,60476,51454,51454,91.85,2473,9,0.8034,7616,12414,53.07,28.80771881,"25.392367323",95.11031604,14.31
"Southwest Minnesota State University",0.451,12.07,15.41,24757,10361,10361,62.18,2315,16,0.7371,10672,7153,51.8,26.89463956,"22.572249589",59.77011494,8.6
"Dunwoody College of Technology",0.6606,31.67,54.71,36587,27836,27836,98.87,1533,12,0.7619,7599,15813,52.38,28.21948488,"26.006862745",16.66666667,7.44
"Winona State University",0.5694,24.22,48.65,23683,10576,17308,75.49,5144,14,0.7904,10946,11017,69.17,21.17455139,"21.455958549",66.44315757,5.33
"Alcorn State University",0.5736,69.78,66.69,23751,8785,8785,45.33,2363,16,0.7665,7235,8729,60.63,34.51053284,"21.559285328",62.1548457,0.55
"Belhaven University",0.4854,48.65,67.88,39793,30250,30250,49.75,1471,12,0.6781,5643,4351,16.18,39.51187335,"30.590542099",68.28143022,3.94
"Blue Mountain Christian University",0.5476,28.77,50.11,33197,20180,20180,88.95,498,13,0.6792,6439,10172,75.44,36.95652174,"22.719723183",52.59515571,8.84
"Delta State University",0.4806,41.75,44.35,22445,8605,8605,100,1620,12,0.6667,7517,10994,55.71,32.27158424,"22.434220532",60.45627376,2.84
"Jackson State University",0.5091,72.32,82.22,32415,8965,11965,93.15,4600,14,0.6235,7988,10884,59.53,31.97217181,"23.338580576",64.64781217,0.2
"Millsaps College",0.5714,36.94,59.11,60061,44680,44680,43.12,549,9,0.5802,8256,19734,79,16.71732523,"19.5",49.71264368,6.19
"University of Mississippi",0.7174,21.73,37.17,28660,9772,28600,96.58,21473,18,0.8721,10330,15881,85.55,23.50269179,"21.748081841",60.8056266,5.84
"Mississippi University for Women",0.4677,40.3,40.7,22225,8492,8492,90.31,1605,10,0.6731,6855,10301,68.28,37.04600484,"26.140659341",86.81318681,1.5
"Mississippi Valley State University",0.2676,56.36,49.38,21154,7692,7692,92.38,1439,13,0.6975,6733,11446,62.34,42.62626263,"21.69733448",57.17970765,1.81
"Mississippi College",0.5934,29.64,35.44,41214,23500,23500,29.11,2518,14,0.7776,7995,8389,52.34,25.67237164,"22.265023112",62.17257319,3.69
"Mississippi State University",0.6667,29.33,38.69,29267,10202,27637,77.64,18397,16,0.825,10100,8632,83.23,24.8577142,"21.226035332",53.95308427,4.63
"Rust College",0.1179,71.46,69.61,23107,13265,13265,48.67,467,10,0.8438,5096,8780,85.71,45.99659284,"20.437410072",57.26618705,1.93
"University of Southern Mississippi",0.4906,46.28,47.75,26566,9998,11998,99.12,10075,18,0.7209,8697,8263,100,32.59689197,"23.329936086",65.05441354,4.93
"Tougaloo College",0.3311,62.73,60.2,24239,12407,12407,59.85,639,9,0.832,4012,5291,95.35,29.78208232,"21.238095238",63.63636364,1.56
"William Carey University",0.5978,27.11,24.86,29651,15480,15480,60.29,2201,14,0.7794,8123,12293,57.29,35.90163934,"25.904263276",66.26776365,2.86
"Avila University",0.5238,56.35,60.87,50096,42000,42000,87.8,1312,19,0.7053,6779,6863,22.73,36.74698795,"23.66621067",62.92749658,16.46
"Calvary University",0.5217,31.31,23.74,23938,14094,14094,71.74,154,7,0.5455,4019,8558,47.73,34.61538462,"25.614035088",40.35087719,9.74
"Central Methodist University-College of Liberal Arts and Sciences",0.5123,40.28,61.1,43635,28260,28260,56.87,1040,12,0.6184,6712,13771,100,43.72781065,"27.84279476",68.99563319,7.79
"University of Central Missouri",0.5408,26.78,32.38,22947,10050,18600,63.8,5648,18,0.7363,9188,9606,100,33.39464004,"22.044336175",58.87941535,7.19
"Culver-Stockton College",0.3916,39.35,71.61,44112,30875,30875,99.1,807,15,0.672,6246,4196,65.28,31.87613843,"20.380872483",52.34899329,5.45
"Drury University",0.618,25.58,49.63,48846,36745,36745,57.58,1383,14,0.7917,7506,11903,100,41.27630686,"26.131881428",60.37507562,4.48
"Evangel University",0.6503,31.25,74.28,39956,28548,28548,71.61,1229,15,0.7636,5330,6332,29.21,26.10571737,"22.481751825",55.05735141,5.53
"Hannibal-LaGrange University",0.5039,36.83,48.02,40839,26880,26880,72.63,410,8,0.7833,2888,4210,43.94,45.74898785,"25.039325843",67.97752809,5.12
"Kansas City Art Institute",0.5797,43.73,69.46,57410,44550,44550,54.76,812,10,0.7833,7886,12837,45.52,20.98765432,"20.571428571",73.38935574,16.63
"Lindenwood University",0.4933,29.98,48.98,35436,21600,21600,56.84,4624,14,0.6563,8990,7548,100,35.0877193,"24.814534231",57.77216611,5.26
"Logan University",0.2222,40.44,70.22,26928,9000,9000,64.29,229,9,0.5,7004,5698,38.99,36.53846154,"27.52991453",52.13675214,1.75
"Maryville University of Saint Louis",0.6622,36.41,52.67,41959,27166,27166,95.08,5658,13,0.8467,9445,6073,14.39,29.58735733,"23.956345998",69.44219887,8.47
"Missouri Baptist University",0.4758,11.13,18.92,49257,34612,34612,68.6,1488,15,0.6534,6803,4969,100,35.89015152,"24.204281891",55.04014273,0.6
"Missouri Southern State University",0.4158,34.02,33.26,19568,8960,17080,97.03,3019,15,0.6278,6706,9817,53.09,45.22339266,"23.347340775",60.70256074,10.14
"Missouri Valley College",0.2244,32,41.98,37899,23700,23700,69.18,1443,18,0.5297,5466,4613,47.69,40.08810573,"20.472361809",36.28140704,12.96
"University of Missouri-Columbia",0.7494,20.07,35.28,31713,14837,36056,78.47,23929,17,0.9268,11563,13675,78.82,20.05208333,"20.262374861",54.32424917,6.16
"University of Missouri-Kansas City",0.5546,26.39,23.91,25320,12587,30227,72.18,6817,13,0.7536,11063,14451,64.73,33.70424597,"23.122913907",60.63576159,17.72
"Missouri University of Science and Technology",0.6437,22.79,40,29231,14984,33248,72.55,5521,17,0.8656,12726,15588,82.54,22.49212776,"20.46378054",24.13201886,5.33
"University of Missouri-St Louis",0.5664,18.35,19.25,31199,14112,35112,62.67,5024,13,0.7361,10112,10909,53.53,37.79761905,"25.092912448",60.98868374,4.2
"Truman State University",0.6853,16.54,27.44,25115,9838,18566,83.77,2513,12,0.8474,7584,15401,85.87,22.80927835,"19.899752475",59.9009901,4.14
"Northwest Missouri State University",0.5423,27.27,41.53,24945,10611,17324,86.09,4378,16,0.7392,8101,7192,79.69,30.80851064,"20.258077383",61.22856003,5.44
"Ozark Christian College",0.6364,42.51,54.07,28485,16000,16000,93.61,602,17,0.8345,5805,5523,53.73,25.86206897,"20.526530612",50.20408163,5.48
"College of the Ozarks",0.6369,49.19,0,33734,22320,22320,11.99,1444,14,0.9023,8409,13386,70.18,32.65993266,"19.735576923",58.17307692,4.64
"Rockhurst University",0.7456,20.08,35.06,59898,44966,44966,69.59,1580,12,0.7912,8007,7703,50.18,20.60702875,"20.794520548",62.10045662,18.48
"Saint Louis University",0.7953,16.89,29.66,71932,55760,55760,75.04,7267,9,0.8784,11423,16954,63.4,22.36408567,"21.771541502",62.41106719,8.96
"University of Health Sciences and Pharmacy in St. Louis",0.6168,31.27,68,54802,32550,32550,89.84,337,9,0.6923,10471,28357,68.63,22.42424242,"21.418338109",64.46991404,0.3
"Southwest Baptist University",0.5532,36.27,50.34,40301,30566,30566,68.39,1341,10,0.6482,6072,10376,39.17,35.49432739,"23.862146051",65.20119225,2.24
"Southeast Missouri State University",0.5793,30.4,32.95,25177,9903,9903,73.52,6373,20,0.7576,8551,6248,68.22,36.88938798,"21.782877772",59.54100052,3.25
"Missouri State University-Springfield",0.5791,22.01,28.92,25048,9502,18770,90.53,13313,21,0.7725,9014,8676,67.12,32.25576759,"21.904991948",61.03059581,5.72
"Washington University in St Louis",0.9426,17.75,11.76,88488,65790,65790,12.06,7857,7,0.9495,16945,181929,72.53,11.4071607,"20.040290089",53.42465753,13.17
"Webster University",0.6439,28.82,45.81,51188,31750,31750,86.23,2304,16,0.6866,9218,8345,100,30.13270882,"24.500353857",60.43878273,5.16
"Westminster College",0.5549,38.28,91.23,51532,35214,35214,79.2,638,9,0.7097,7642,11340,68.83,27.00296736,"20.016666667",45.55555556,5.8
"William Jewell College",0.6766,31.57,48.04,35785,20610,20610,38.36,924,10,0.738,7488,12825,100,20.13274336,"21.334042553",59.57446809,11.8
"William Woods University",0.4681,34.82,49.41,49094,30340,30340,70.96,1300,16,0.5797,5707,6000,34.97,29.78723404,"23.318637275",73.14629259,9.46
"Carroll College",0.6929,20.24,44.82,55626,41484,41484,70.93,1092,12,0.8205,7620,10107,67.46,19.71830986,"20.357692308",60.38461538,7.23
"University of Providence",0.2794,32.92,48.22,43477,30448,30448,50.28,528,9,0.7216,6450,10820,50,40,"24.170568562",56.52173913,4.92
"Montana Technological University",0.5824,23.76,39.23,22786,8340,26150,91.05,1480,14,0.7674,8585,10441,76.6,33.73015873,"24.211302211",39.43488943,4.73
"Montana State University",0.5708,16.39,31.41,25905,8460,33287,82.14,14451,18,0.7852,9762,9613,57.54,23.31828928,"21.451500206",49.28072339,6.57
"The University of Montana",0.4796,28.03,41.07,23570,8552,33671,95.86,7488,17,0.7477,9310,10436,68.65,30.23255814,"23.268637196",55.40151713,6.24
"Rocky Mountain College",0.4841,31.11,54.66,46093,35582,35582,69.61,840,14,0.6905,6957,11659,93.51,31.53347732,"21.024439919",51.7311609,9.29
"The University of Montana-Western",0.5125,35.21,34.44,21403,6670,20130,99.78,1198,16,0.7857,7879,6545,100,35.96730245,"23.083228247",63.43001261,5.26
"Clarkson College",0.4667,40.13,81.08,24670,16104,16104,78.18,622,10,0.6087,6775,14465,82.19,33.33333333,"26.221218962",86.45598194,3.7
"Concordia University-Nebraska",0.6489,11.38,26.35,53292,40640,40640,85.72,1283,14,0.7953,6919,5451,100,18.27586207,"20.189768977",48.84488449,5.77
"Creighton University",0.8336,11.52,41.95,63423,48856,48856,79.75,4348,11,0.9415,10809,18314,68.79,18.38398814,"20.86",61.07142857,10.4
"Doane University",0.5714,26.78,66.25,57836,43985,43985,98.01,978,11,0.7925,7775,13589,40.79,29.92545261,"24.447657029",55.6331007,11.55
"Hastings College",0.4885,27.37,61.31,51422,37770,37770,71.65,891,14,0.6563,7146,8984,100,27.48538012,"20.311233886",46.59300184,14.59
"University of Nebraska at Kearney",0.5774,36.93,35.39,25808,8676,15284,89.49,4088,14,0.7996,8350,11409,66.23,34.3830666,"21.823923445",61.86602871,15.17
"Nebraska Methodist College of Nursing & Allied Health",0.5952,30.85,64.76,32835,17885,17885,73.41,781,13,0.8571,6681,12149,93.15,30.2970297,"26.600746269",89.92537313,9.6
"Midland University",0.4212,28.06,61.67,55719,42050,42050,66.12,1159,14,0.6926,6937,7011,100,34.12384717,"20.52876377",42.59485924,17.17
"University of Nebraska at Omaha",0.4708,34.65,26.29,21120,8718,23206,86.98,11488,15,0.7787,9293,10723,55.83,34.78655767,"22.211476075",56.08272506,17.83
"Nebraska Wesleyan University",0.6612,33.57,54.34,53569,43572,43572,79.82,1453,12,0.75,6745,7085,62.05,26.2295082,"22.494469027",57.41150442,9.29
"University of Nebraska-Lincoln",0.6697,22.77,32.55,26697,10434,28584,87.49,19178,17,0.8599,12658,13023,85.28,22.0236292,"20.135573747",52.50610369,9.58
"Union Adventist University",0.5226,30.77,60.84,42099,29334,29334,100,471,8,0.8354,6684,18776,98.55,24.53416149,"21.168091168",62.96296296,24.42
"York University",0.5221,40.18,64.11,34268,23000,23000,51.88,428,11,0.687,5879,5315,50.88,33.4841629,"20.605809129",40.24896266,14.95
"University of Nevada-Las Vegas",0.5051,40.1,25.5,19638,9748,27411,96.17,24622,19,0.7922,13197,16939,99.19,42.34979633,"22.712441979",59.66262878,36.37
"University of Nevada-Reno",0.6124,22.89,23.95,25786,9578,27720,73.71,15599,17,0.7966,13293,14669,97.99,38.46298032,"21.467339261",56.37824897,24.93
"Colby-Sawyer College",0.5745,22.78,65.71,38527,19125,19125,80.08,771,10,0.7674,7194,9406,100,24.13793103,"20.061403509",71.92982456,2.72
"Dartmouth College",0.9554,14.35,12.03,87793,68268,68268,5.4,4541,7,0.9842,19770,32539,81.27,17.36263736,"20.470711297",52.40585774,9.91
"Franklin Pierce University",0.5351,29.3,70.32,64185,46442,46442,93.47,992,13,0.7434,8428,10351,100,29.77691562,"21.571043165",54.22661871,9.48
"New England College",0.3451,36,71.5,59350,41938,41938,92.13,1022,8,0.6128,7656,5395,13.55,46.03305785,"27.360824742",62.4742268,9.1
"Southern New Hampshire University",0.4283,48.75,58.21,40918,17200,17200,99.51,163164,24,0.6112,9805,1594,100,48.25895769,"31.899427801",67.66710402,15.18
"University of New Hampshire-Main Campus",0.7607,18.13,56.63,35537,19202,39852,88.16,11261,17,0.8727,12271,12735,73.56,17.4486235,"20.029505732",55.76019545,4.28
"Keene State College",0.6006,26.16,66.56,29993,14784,26840,90.33,2699,17,0.7868,10286,10942,49.8,22.99554566,"19.903969957",56.65236052,5.59
"University of New Hampshire at Manchester",0.5,28.82,43.13,20020,15838,36418,80.87,443,8,0.8529,9178,10629,26.5,17.4486235,"20.029505732",55.76019545,10.16
"Plymouth State University",0.5203,28.09,69.12,29644,14626,25566,87.54,3153,15,0.6845,9340,9906,55.02,27.02251877,"19.990521327",53.55450237,5.77
"Rivier University",0.5167,28.31,69.74,53499,39488,39488,82.59,1231,14,0.7571,8174,7547,30.77,37.35795455,"24.167958656",76.61498708,7.39
"Saint Anselm College",0.8003,11.35,68.52,67213,48920,48920,78.05,2087,12,0.8813,9792,13897,65.81,13.0806846,"19.583828775",60.28537455,4.7
"Bloomfield College of Montclair State University",0.3811,70.36,88.58,42035,15912,26022,69.74,781,12,0.5944,9925,12599,100,41.24472574,"21.233536102",62.62893414,33.03
"Caldwell University",0.5749,48.62,64.09,54073,40848,40848,71.34,1575,12,0.7726,8318,9080,100,43.06688418,"21.388335704",74.25320057,27.43
"Centenary University",0.5605,38.28,63.3,52362,37732,37732,83.08,910,12,0.7784,7533,11236,100,38.21548822,"22.684131737",65.41916168,19.67
"Drew University",0.7048,28.94,44.58,65301,47100,47100,67.83,1533,11,0.8837,9405,11898,100,24.49725777,"19.940878378",62.16216216,7.11
"Fairleigh Dickinson University-Metropolitan Campus",0.5332,21.95,20.79,50305,38004,38004,90.71,2627,14,0.7698,9579,9140,30.35,42.55060729,"22.613930697",58.80294015,33.92
"Fairleigh Dickinson University-Florham Campus",0.6662,36.45,54.63,54204,38004,38004,95.19,1990,11,0.7821,9429,13263,41.48,42.55060729,"22.613930697",58.80294015,27.09
"Georgian Court University",0.5357,33.15,48.65,50671,37260,37260,78.84,1195,11,0.7611,8457,9850,37.44,42.11356467,"22.342696629",72.89325843,13.64
"Rowan University",0.6736,33.06,43.37,35842,16574,26932,77.66,15841,17,0.8234,10856,16731,52.56,35.08263759,"21.426578906",48.75411378,15.62
"New Jersey City University",0.3389,52.48,28.34,28255,14460,14460,98.38,3681,13,0.6482,12966,10046,100,53.03941216,"24.426705757",61.48720682,49.23
"Kean University",0.4657,47.93,41.13,26949,14299,22446,75.9,11433,17,0.7607,10488,13363,25.33,46.39848357,"23.383032491",62.36462094,39.15
"Monmouth University",0.719,30.45,60.72,62904,46552,46552,89.02,3684,12,0.7986,10388,12830,100,32.30769231,"20.039649608",59.47441217,18.08
"Montclair State University",0.6466,46.99,40.51,28305,15912,26022,87.89,18376,18,0.7789,12540,9193,34.26,41.24472574,"21.233536102",62.62893414,40.65
